outcome,exposure,method,nsnp,b,se,pval,lci,uci
CAD,mannose,Weighted mode,5,-1.4485628182548,0.524847541394838,0.0508512494231417,-2.47724509676307,-0.41988053974652
CAD,linoleate (18:2n6),Inverse variance weighted,2,1.92492358962058,0.570640662282767,0.000742817545791125,0.806488443432277,3.04335873580889
CAD,arachidonate (20:4n6),MR Egger,9,0.239732022265004,0.471536445038035,0.626795290257891,-0.684462427407595,1.1639264719376
CAD,arachidonate (20:4n6),Weighted median,9,0.544908010654798,0.163260665584619,0.000844881477486845,0.224922986016906,0.864893035292689
CAD,arachidonate (20:4n6),Inverse variance weighted,9,0.782403255448582,0.268118047572915,0.00352137771438903,0.256901538600472,1.30790497229669
CAD,arachidonate (20:4n6),Simple mode,9,0.904531401985708,0.249075463326161,0.00666999080403458,0.416352464433806,1.39271033953761
CAD,arachidonate (20:4n6),Weighted mode,9,0.617278624162382,0.135565940734316,0.00186615048281183,0.35157426279283,0.882982985531934
CAD,margarate (17:0),Inverse variance weighted,2,0.708677723211431,1.1871338253487,0.55053053524658,-1.61806181930129,3.03541726572415
CAD,inosine,Inverse variance weighted,2,-0.321286138559708,0.112369500697674,0.00424719714942547,-0.541526312887896,-0.101045964231519
CAD,isoleucine,Wald ratio,1,-1.23915915915916,0.619015015015015,0.0453036558260878,-2.45240629447811,-0.0259120238402093
CAD,threonine,MR Egger,6,3.26218929429468,3.03016933082575,0.342272287433067,-2.67683346118163,9.20121204977099
CAD,threonine,Weighted median,6,-1.69241555766321,0.538459617459613,0.00167186609046925,-2.74777701501327,-0.637054100313154
CAD,threonine,Inverse variance weighted,6,-0.792234099219632,0.843620999776357,0.347685721967856,-2.44570087538296,0.861232676943699
CAD,threonine,Simple mode,6,-2.20214677866298,0.662162176587287,0.0208774240058551,-3.49996079669871,-0.904332760627245
CAD,threonine,Weighted mode,6,-2.03940126363007,0.623577802897407,0.0221866787726981,-3.2615912988676,-0.817211228392534
CAD,tyrosine,MR Egger,3,0.877538297412269,10.0419404834741,0.944508470270705,-18.8043033850916,20.5593799799162
CAD,tyrosine,Weighted median,3,-2.77789551792789,0.992823230481612,0.00514239420529461,-4.72379329268656,-0.831997743169225
CAD,tyrosine,Inverse variance weighted,3,-2.91345320175604,0.779897510043799,0.000187203200682837,-4.44202423307436,-1.38488217043773
CAD,tyrosine,Simple mode,3,-2.74394244402882,1.18788136280023,0.147142214452477,-5.07214713302363,-0.415737755034019
CAD,tyrosine,Weighted mode,3,-2.73222299082477,1.1324027508805,0.137276045064679,-4.95169159854463,-0.512754383104905
CAD,lysine,Wald ratio,1,-3.74267441860465,1.80448837209302,0.038070792018339,-7.27940663842829,-0.205942198781014
CAD,methionine,Inverse variance weighted,2,-3.63577243301722,1.08419404026667,0.000798156392496674,-5.76075370419286,-1.51079116184159
CAD,palmitate (16:0),Wald ratio,1,2.66145695364238,0.748384105960265,0.000376155566572236,1.19465105935806,4.12826284792671
CAD,nonadecanoate (19:0),Inverse variance weighted,2,0.665438937811181,2.01958574297241,0.741783243969526,-3.29287638210531,4.62375425772767
CAD,stearate (18:0),MR Egger,4,4.42599005645814,0.887312400936775,0.0379199640423262,2.68688970758629,6.16509040532998
CAD,stearate (18:0),Weighted median,4,1.6793569721385,0.459222141367045,0.000255224254398285,0.77929811415573,2.57941583012127
CAD,stearate (18:0),Inverse variance weighted,4,0.889768394804605,0.965515985428544,0.356764895843682,-1.00260816313304,2.78214495274225
CAD,stearate (18:0),Simple mode,4,1.44310320230724,0.986831671662797,0.239815641010502,-0.491051332955296,3.37725773756978
CAD,stearate (18:0),Weighted mode,4,1.69297223026554,0.450544567399028,0.0329438705435657,0.809921104733265,2.57602335579781
CAD,pentadecanoate (15:0),MR Egger,3,-0.549472227655507,0.418884744813606,0.414663653491299,-1.37047124116343,0.271526785852413
CAD,pentadecanoate (15:0),Weighted median,3,-0.857023589391106,0.310351678174121,0.00575436533795171,-1.46530170115395,-0.248745477628263
CAD,pentadecanoate (15:0),Inverse variance weighted,3,-0.914836033648756,0.23766048976066,0.000118436508503058,-1.3806420341278,-0.449030033169711
CAD,pentadecanoate (15:0),Simple mode,3,-0.872942450519039,0.352459289504096,0.131597682685497,-1.56374996396364,-0.182134937074434
CAD,pentadecanoate (15:0),Weighted mode,3,-0.834825918040879,0.293765286133893,0.104731016581585,-1.41059529877141,-0.259056537310345
CAD,myristate (14:0),MR Egger,4,1.60685714271316,1.55270067043299,0.409457123365624,-1.43638025010669,4.650094535533
CAD,myristate (14:0),Weighted median,4,0.408192410060668,0.404681651651107,0.313130353230955,-0.384969052379684,1.20135387250102
CAD,myristate (14:0),Inverse variance weighted,4,0.407496991804826,0.761907928949507,0.592762175273169,-1.08581510847171,1.90080909208136
CAD,myristate (14:0),Simple mode,4,-1.52635606263285,1.19174262611306,0.290311459983232,-3.86212868865563,0.809416563389937
CAD,myristate (14:0),Weighted mode,4,0.657354135401564,0.403853408951609,0.202069128858803,-0.134184001177315,1.44889227198044
CAD,pipecolate,Wald ratio,1,-1.44195652173913,0.597336956521739,0.0157795419625414,-2.61271544315651,-0.271197600321754
CAD,ornithine,Wald ratio,1,1.55415730337079,0.739157303370787,0.0355001395168115,0.105435609854299,3.00287899688727
CAD,5-oxoproline,Inverse variance weighted,2,-0.437205609130226,2.48093939573933,0.860116527365223,-5.29975747260587,4.42534625434541
CAD,pantothenate,Wald ratio,1,2.53512605042017,0.916579831932773,0.00567739362488294,0.738662590876157,4.33158950996418
CAD,4-acetamidobutanoate,MR Egger,14,2.38463040438032,0.475767684075663,0.00030307289367445,1.45214287858399,3.31711793017665
CAD,4-acetamidobutanoate,Weighted median,14,1.04709745797897,0.195104799756988,8.01253138018534e-08,0.664699077244374,1.42949583871356
CAD,4-acetamidobutanoate,Inverse variance weighted,14,0.715496332810682,0.36652803554671,0.050927319517683,-0.00288541618508598,1.43387808180645
CAD,4-acetamidobutanoate,Simple mode,14,1.35427365661317,0.233558659504516,6.19131817196055e-05,0.89650709570686,1.81204021751947
CAD,4-acetamidobutanoate,Weighted mode,14,1.10526789342067,0.154321293391334,7.34555220104156e-06,0.802803716326019,1.40773207051533
CAD,alpha-tocopherol,Wald ratio,1,1.81414201183432,0.638011834319527,0.00446308071669867,0.563661794857712,3.06462222881093
CAD,citrate,Inverse variance weighted,2,-0.460672235997319,2.74343039999181,0.866647533996676,-5.83769701407358,4.91635254207894
CAD,glycerate,Wald ratio,1,-1.85686956521739,0.944869565217391,0.0493896374222502,-3.7087798831315,-0.0049592473032849
CAD,guanosine,Wald ratio,1,0.492305580969808,0.190580969807868,0.00978932936799697,0.118773744007671,0.865837417931945
CAD,urate,MR Egger,10,1.44962631157171,0.761715268923152,0.0935191200568089,-0.0433081819919108,2.94256080513533
CAD,urate,Weighted median,10,1.05666480976948,0.208326549820318,3.93333234961562e-07,0.648352275098164,1.46497734444079
CAD,urate,Inverse variance weighted,10,0.942080284142968,0.29059012236615,0.0011871250190487,0.372534110042227,1.51162645824371
CAD,urate,Simple mode,10,1.06493494136885,0.231497174451684,0.00129014397400197,0.61120881692076,1.51866106581694
CAD,urate,Weighted mode,10,1.02457453256531,0.211292437333887,0.000909490493169208,0.610448965185209,1.43870009994542
CAD,ursodeoxycholate,Inverse variance weighted,2,-0.026156906541807,0.647859294032675,0.967794668656306,-1.29593778989539,1.24362397681178
CAD,arginine,Inverse variance weighted,2,1.26173606586598,0.46397818396127,0.00654031125668979,0.352355535689592,2.17111659604237
CAD,heptanoate (7:0),Wald ratio,1,-2.75591397849462,1.1334623655914,0.0150401020362219,-4.97745939288534,-0.534368564103913
CAD,laurate (12:0),Inverse variance weighted,2,-2.69272672915993,0.792277096264493,0.00067702389538832,-4.24556130361431,-1.13989215470555
CAD,valine,Wald ratio,1,4.00545454545455,1.86445454545455,0.0316879362483867,0.35119078555164,7.65971830535745
CAD,urea,MR Egger,3,-67.4995942730411,49.1130593553105,0.400442585050138,-163.759421780028,28.7602332339454
CAD,urea,Weighted median,3,2.06916322980003,0.797903253038932,0.00950734180565147,0.505301590696376,3.63302486890369
CAD,urea,Inverse variance weighted,3,0.918574348923121,1.44657243391985,0.525428030242466,-1.91665552258823,3.75380422043447
CAD,urea,Simple mode,3,2.32848696397078,0.857748775644522,0.113130599278752,0.647330255924193,4.00964367201737
CAD,urea,Weighted mode,3,2.31862552797939,0.867121430471635,0.116020965030225,0.619098754032134,4.01815230192665
CAD,cortisol,Inverse variance weighted,2,-1.45492081033089,0.45819577416394,0.00149668414699664,-2.35296802556066,-0.556873595101123
CAD,cortisone,MR Egger,4,4.12544361786328,1.39371685009236,0.0976934606155856,1.39380878703566,6.85707844869091
CAD,cortisone,Weighted median,4,-2.57842698102925,0.897483746871157,0.00406656964431542,-4.33746280160678,-0.819391160451722
CAD,cortisone,Inverse variance weighted,4,-1.18490373960139,1.45838998555577,0.416519780472762,-4.0432955867046,1.67348810750181
CAD,cortisone,Simple mode,4,-2.92729515899257,1.03009711513774,0.0655512359063069,-4.94624840524116,-0.908341912743993
CAD,cortisone,Weighted mode,4,-2.85670574310984,1.20944668038286,0.0992204927051218,-5.22717767788177,-0.486233808337905
CAD,proline,MR Egger,7,0.508329495679671,2.32530402133398,0.835598395874283,-4.04918263924108,5.06584163060042
CAD,proline,Weighted median,7,1.50811199778714,0.443071163434634,0.000664628758650214,0.639708474866995,2.37651552070728
CAD,proline,Inverse variance weighted,7,1.0387863179804,0.675414076106628,0.124048807036235,-0.285000945839984,2.36257358180079
CAD,proline,Simple mode,7,2.22620996015445,0.575209844379016,0.00826341710898664,1.09881938161869,3.35360053869021
CAD,proline,Weighted mode,7,1.66501255195907,0.515139090887865,0.0178619055251193,0.655358486790149,2.67466661712799
CAD,citrulline,MR Egger,9,-0.250267857307904,10.6373358909528,0.981886286397088,-21.0990630950306,20.5985273804148
CAD,citrulline,Weighted median,9,1.00038093823069,0.706820787579532,0.156973308282406,-0.384962348949427,2.38572422541081
CAD,citrulline,Inverse variance weighted,9,0.403020655435198,1.02203489843173,0.693336236962014,-1.60013093643404,2.40617224730443
CAD,citrulline,Simple mode,9,3.01611383625439,0.966046853227222,0.0141831698369891,1.12269679655078,4.909530875958
CAD,citrulline,Weighted mode,9,2.8395795694628,1.67333356660904,0.128141078537236,-0.440093955212874,6.11925309413847
CAD,biliverdin,MR Egger,8,1.1465873172418,0.692033386490064,0.148629130880372,-0.209773196378018,2.50294783086161
CAD,biliverdin,Weighted median,8,-0.574351249645287,0.171335345393757,0.000801705493485634,-0.910162355895781,-0.238540143394793
CAD,biliverdin,Inverse variance weighted,8,-0.266712651910906,0.267724619187189,0.319143206235882,-0.791443263292498,0.258017959470687
CAD,biliverdin,Simple mode,8,-0.823563282633458,0.229809395587308,0.00893216410940264,-1.2739814212935,-0.373145143973417
CAD,biliverdin,Weighted mode,8,-0.655501603453051,0.240051408756578,0.0293102398105656,-1.12599371905405,-0.185009487852056
CAD,serotonin (5HT),Inverse variance weighted,2,-0.243275566912432,0.858286577407595,0.776837051638155,-1.92548634704547,1.4389352132206
CAD,gamma-glutamylglutamine,MR Egger,7,6.92766126510054,2.0894417319021,0.0211110798172355,2.83243072277742,11.0228918074237
CAD,gamma-glutamylglutamine,Weighted median,7,1.28998416726663,0.415597235348638,0.00190969376213372,0.475428553908878,2.10453978062437
CAD,gamma-glutamylglutamine,Inverse variance weighted,7,0.230069602983775,0.720087891059884,0.74934578909185,-1.181276729197,1.64141593516455
CAD,gamma-glutamylglutamine,Simple mode,7,-2.19018520133331,0.950444775835679,0.0607348135650526,-4.05302273126548,-0.327347671401131
CAD,gamma-glutamylglutamine,Weighted mode,7,1.49490335298575,0.387906289325019,0.00842295904792421,0.734620996532142,2.25518570943936
CAD,gamma-glutamyltyrosine,MR Egger,7,1.35571021133301,2.1564359793554,0.557156195664755,-2.87082664316993,5.58224706583596
CAD,gamma-glutamyltyrosine,Weighted median,7,2.5466704094541,0.576764135999977,1.00802335956142e-05,1.41623347531979,3.67710734358842
CAD,gamma-glutamyltyrosine,Inverse variance weighted,7,1.89339546728172,0.660551637174167,0.00415188652736021,0.598738048491378,3.18805288607205
CAD,gamma-glutamyltyrosine,Simple mode,7,2.96254595139551,0.756494606887224,0.00783666763826499,1.47984376739777,4.44524813539326
CAD,gamma-glutamyltyrosine,Weighted mode,7,2.87494692658185,0.702381643237363,0.00640658983351305,1.49830420243456,4.25158965072914
CAD,hypoxanthine,MR Egger,4,1.09809463535488,1.51772948362122,0.544543997970855,-1.87660049081729,4.07278976152704
CAD,hypoxanthine,Weighted median,4,1.02363806849911,0.371164273039495,0.00581720158982943,0.296169460993712,1.75110667600451
CAD,hypoxanthine,Inverse variance weighted,4,0.844726343792921,0.653586539472068,0.196202187005978,-0.436279734352499,2.12573242193834
CAD,hypoxanthine,Simple mode,4,1.93907446492739,0.639825471559069,0.056282903039701,0.685039584280259,3.19310934557452
CAD,hypoxanthine,Weighted mode,4,0.921106459726673,0.375410541244301,0.0913863269919903,0.185315319471154,1.65689759998219
CAD,betaine,MR Egger,13,2.6590119534854,1.71462860756417,0.149231350930859,-0.701598364202434,6.01962227117323
CAD,betaine,Weighted median,13,1.65819556247019,0.387080010554951,1.83680673370395e-05,0.899532682647098,2.41685844229327
CAD,betaine,Inverse variance weighted,13,1.40922124864143,0.458714722620266,0.00212552682726191,0.510156913127429,2.30828558415543
CAD,betaine,Simple mode,13,2.36025956927556,0.458592334555491,0.000242284664268976,1.46143510996066,3.25908402859047
CAD,betaine,Weighted mode,13,1.76929920715937,0.390976087434206,0.000695321248867585,1.00300015697194,2.5355982573468
CAD,caprate (10:0),Inverse variance weighted,2,-1.82862011077968,0.695504925725957,0.00855865305518992,-3.19178471627276,-0.465455505286596
CAD,pelargonate (9:0),Inverse variance weighted,2,-3.01640364843437,0.842320474993178,0.000342197625718442,-4.66732144286167,-1.36548585400706
CAD,undecanoate (11:0),Inverse variance weighted,2,-1.00609936082557,2.17180316001335,0.643181370061624,-5.26275533596201,3.25055661431087
CAD,taurodeoxycholate,Wald ratio,1,-0.372719298245614,0.186229824561404,0.0453499208962094,-0.737723047233178,-0.0077155492580504
CAD,X-02973,MR Egger,3,-102.115277077158,91.9597226766424,0.466717323985914,-282.353021551668,78.1224673973523
CAD,X-02973,Weighted median,3,-3.04147589077705,1.35407382017724,0.0246933149896598,-5.695411810733,-0.387539970821105
CAD,X-02973,Inverse variance weighted,3,-0.247703892382242,3.18882565441593,0.938083622616345,-6.49768732801483,6.00227954325034
CAD,X-02973,Simple mode,3,-3.7085819944483,1.25967445976833,0.0986030304617171,-6.17749856783917,-1.23966542105744
CAD,X-02973,Weighted mode,3,-3.53661308830684,1.3657832769898,0.122359883508767,-6.21349912189395,-0.859727054719731
CAD,X-03088,Inverse variance weighted,2,-1.82428991638202,0.569300515846975,0.00135325021030674,-2.94009842382216,-0.708481408941873
CAD,X-03094,MR Egger,11,2.87563535683118,0.768772754047529,0.00462154527256211,1.36886844660236,4.38240226706001
CAD,X-03094,Weighted median,11,1.7341243946715,0.281681836142473,7.44532522519468e-10,1.18203814073314,2.28621064860986
CAD,X-03094,Inverse variance weighted,11,1.39253388253077,0.3788157252725,0.000236901693297812,0.650068704219252,2.13499906084229
CAD,X-03094,Simple mode,11,1.90805085354875,0.343807756083659,0.000244182384610694,1.23420003401925,2.58190167307826
CAD,X-03094,Weighted mode,11,1.7088983712245,0.315094430878165,0.000291582347677235,1.09132463497415,2.32647210747485
CAD,glycerol,Wald ratio,1,3.30377952755906,1.00707086614173,0.00103592792568241,1.3299569000417,5.27760215507641
CAD,kynurenine,MR Egger,14,-0.350984804453882,0.719937957627916,0.634674178371644,-1.76203727250792,1.06006766360016
CAD,kynurenine,Weighted median,14,1.53302190915315,0.338588478323942,5.96334411693949e-06,0.869400686058008,2.1966431322483
CAD,kynurenine,Inverse variance weighted,14,2.32839546306271,0.397791626337456,4.81901038597746e-09,1.54873820208969,3.10805272403574
CAD,kynurenine,Simple mode,14,3.48692666750393,1.21433714658849,0.0131062381396781,1.10686959510136,5.8669837399065
CAD,kynurenine,Weighted mode,14,1.22188285137699,0.309259339096851,0.00165841536848799,0.615745684864505,1.82802001788948
CAD,mannitol,Inverse variance weighted,2,-0.464668107583195,0.13699605782958,0.0006942608006714,-0.733175446953138,-0.196160768213252
CAD,acetylphosphate,MR Egger,3,17.8077298827841,25.6387509144067,0.613528699634933,-32.4432985180464,68.0587582836147
CAD,acetylphosphate,Weighted median,3,3.45165772502367,1.3989793752714,0.0136148230651606,0.709708534377389,6.19360691566995
CAD,acetylphosphate,Inverse variance weighted,3,5.91112306969799,2.36526871962729,0.0124497285918905,1.27528156546935,10.5469645739266
CAD,acetylphosphate,Simple mode,3,3.27016992532003,1.62439051909013,0.18172330907165,0.0864230110750612,6.453916839565
CAD,acetylphosphate,Weighted mode,3,3.03669250637668,1.23559124930277,0.133253060772141,0.614978158130396,5.45840685462297
CAD,carnitine,MR Egger,21,16.1329256312065,13.9495417652404,0.26180345566845,-11.207673829502,43.473525091915
CAD,carnitine,Weighted median,21,4.21243917869311,0.914041949433604,4.05420418447635e-06,2.42094987744446,6.00392847994175
CAD,carnitine,Inverse variance weighted,21,0.955449476657423,1.30615434712295,0.46447493966078,-1.60456600195399,3.51546495526883
CAD,carnitine,Simple mode,21,5.51649102631909,1.02814931252692,2.98441662407379e-05,3.50135540303671,7.53162664960148
CAD,carnitine,Weighted mode,21,5.1978498296083,1.06717820377309,9.2587495043395e-05,3.10621898512689,7.28948067408971
CAD,choline,Inverse variance weighted,2,-0.0536901530921755,3.52082533341523,0.987833283411871,-6.95438100244226,6.84700069625791
CAD,N-acetylornithine,MR Egger,18,-0.0882768668347071,0.0689207444661654,0.218503190580243,-0.223359043776079,0.0468053101066652
CAD,N-acetylornithine,Weighted median,18,-0.160775801444287,0.0307408626647131,1.69477539436764e-07,-0.221026785120817,-0.100524817767758
CAD,N-acetylornithine,Inverse variance weighted,18,-0.164007768883156,0.0390107947483994,2.62049188046779e-05,-0.240467521598303,-0.0875480161680092
CAD,N-acetylornithine,Simple mode,18,-0.180291438015366,0.0342964405088461,6.42524670242221e-05,-0.247511226210624,-0.113071649820107
CAD,N-acetylornithine,Weighted mode,18,-0.164199946277718,0.0282441680396119,2.07519606735281e-05,-0.219557498408654,-0.108842394146781
CAD,N1-methyladenosine,Inverse variance weighted,2,-0.556322131974509,2.9258000537919,0.849196611586631,-6.29078486337199,5.17814059942297
CAD,3-methyl-2-oxovalerate,MR Egger,4,3.18320994214661,1.11846673427406,0.104466650732686,0.991055425063313,5.37536445922991
CAD,3-methyl-2-oxovalerate,Weighted median,4,-1.92077413475095,0.876884909118044,0.02849148620922,-3.639436975209,-0.202111294292909
CAD,3-methyl-2-oxovalerate,Inverse variance weighted,4,-0.775072998498761,1.17321028153846,0.50884137437879,-3.07452289660623,1.52437689960871
CAD,3-methyl-2-oxovalerate,Simple mode,4,-2.341292384817,0.91056050827714,0.0824024721167231,-4.12595818678468,-0.556626582849319
CAD,3-methyl-2-oxovalerate,Weighted mode,4,-2.30228690820562,1.63506399370771,0.25384659422357,-5.50695344829096,0.902379631879725
CAD,3-methylhistidine,Wald ratio,1,0.508048289738431,0.241014084507042,0.0350343633352669,0.0356693643377349,0.980427215139126
CAD,glycerophosphorylcholine (GPC),Inverse variance weighted,2,-0.276494340103685,0.268870149548248,0.303782207934034,-0.80347014973615,0.250481469528779
CAD,aspartate,Wald ratio,1,1.03698924731183,0.463985663082437,0.025419996159803,0.127594058327315,1.94638443629634
CAD,X-04498,Wald ratio,1,-1.54253164556962,0.72546835443038,0.0334819261263006,-2.9644234921767,-0.120639798962537
CAD,X-04500,Wald ratio,1,-0.338665620094191,0.158729984301413,0.0328758860890493,-0.649770672591569,-0.0275605675968142
CAD,dihomo-linoleate (20:2n6),Wald ratio,1,-1.3735761589404,0.617523178807947,0.0261261597062755,-2.58389934902266,-0.163252968858133
CAD,X-18601,MR Egger,5,-2.49807528348025,0.824619316848872,0.0563391935030662,-4.11429944546006,-0.881851121500437
CAD,X-18601,Weighted median,5,-0.730005673992234,0.210528067189637,0.000525327446398787,-1.14263310341875,-0.317378244565718
CAD,X-18601,Inverse variance weighted,5,-0.518101849221345,0.301258927486327,0.0854707668865089,-1.10855849711571,0.0723547986730193
CAD,X-18601,Simple mode,5,-0.741560626748149,0.237683413060094,0.0355283035477605,-1.20741155606849,-0.275709697427808
CAD,X-18601,Weighted mode,5,-0.717061382823853,0.225534131351075,0.0335547198407167,-1.15910015755649,-0.275022608091221
CAD,2-hydroxystearate,Wald ratio,1,2.28155555555556,1.03015555555556,0.0267759929719759,0.262487768192816,4.3006233429183
CAD,gamma-glutamylleucine,Wald ratio,1,3.45898734177215,1.17373417721519,0.00320879638212409,1.15851062700663,5.75946405653768
CAD,eicosapentaenoate (EPA; 20:5n3),MR Egger,5,-0.351588277130007,0.543935110607749,0.564076106547352,-1.417681503848,0.714504949587992
CAD,eicosapentaenoate (EPA; 20:5n3),Weighted median,5,0.648434347727756,0.200351260513056,0.00121010531555506,0.255753092864964,1.04111560259055
CAD,eicosapentaenoate (EPA; 20:5n3),Inverse variance weighted,5,0.786383943645811,0.176240681769314,8.12024808744809e-06,0.44095855476717,1.13180933252445
CAD,eicosapentaenoate (EPA; 20:5n3),Simple mode,5,0.650925041174005,0.220742866228619,0.0420197645688322,0.218276973521768,1.08357310882624
CAD,eicosapentaenoate (EPA; 20:5n3),Weighted mode,5,0.647254770462474,0.192001257578562,0.0280152672083082,0.270939220622094,1.02357032030285
CAD,glycocholate,Wald ratio,1,-0.859271137026239,0.354355685131195,0.0153133138948125,-1.5537955176004,-0.164746756452081
CAD,glycodeoxycholate,Wald ratio,1,0.39628088426528,0.118932379713914,0.000862289583676447,0.163177703430366,0.629384065100194
CAD,taurochenodeoxycholate,Inverse variance weighted,2,-0.939166751319549,0.225545344081725,3.12744790950356e-05,-1.38122750260042,-0.497106000038674
CAD,X-05907,Wald ratio,1,2.2495867768595,0.929173553719008,0.0154752378781806,0.428440076183155,4.07073347753585
CAD,docosahexaenoate (DHA; 22:6n3),Wald ratio,1,-0.780379403794038,0.356764227642276,0.0287146993785206,-1.47962444094515,-0.0811343666429271
CAD,X-06226,MR Egger,4,-5.8652639182318,14.7660436843323,0.729591701292066,-34.8061777336683,23.0756498972047
CAD,X-06226,Weighted median,4,0.998300926072166,0.912844250090312,0.27412350166882,-0.790840927599319,2.78744277974365
CAD,X-06226,Inverse variance weighted,4,-1.16546152927425,2.04850955230635,0.56940265487215,-5.18046647378096,2.84954341523247
CAD,X-06226,Simple mode,4,1.56906451408863,1.52121301691817,0.378198685736078,-1.4124582118845,4.55058724006176
CAD,X-06226,Weighted mode,4,1.81040724872186,0.86044107325198,0.12607885976024,0.123973734328991,3.49684076311473
CAD,X-06246,Inverse variance weighted,2,-2.24183854277528,0.575138863938025,9.70271476859647e-05,-3.36909000220309,-1.11458708334747
CAD,X-06267,MR Egger,3,-1.24515128813646,0.766971069492981,0.351462934820714,-2.74838696152687,0.258084385253949
CAD,X-06267,Weighted median,3,-1.67553440914999,0.523431771780969,0.00136924922122839,-2.70144183020468,-0.649626988095307
CAD,X-06267,Inverse variance weighted,3,-1.71583668381083,0.389747296372615,1.07043240984446e-05,-2.47972734777301,-0.951946019848644
CAD,X-06267,Simple mode,3,-1.78867659315719,0.632980259772229,0.105739050678579,-3.02929510523556,-0.54805808107881
